id:long,start-node:long,end-node:long,length:double,maximum-speed:int,lanes:int,road-type:string,name:string,surface:string,lit:string
18344,1692249086,3214253574,37.93687630316124,30,1,tertiary,Alfred-Faust-Straße,,
18345,1697633771,705808959,55.60778296226118,30,1,residential,Achelisweg,,
18346,1699210673,283228988,99.1632147109433,30,1,residential,Ritterhuder Straße,,
18347,1700069570,29535894,169.29837573670076,30,1,residential,Trinidadstraße,,
18348,1700069570,29193490,51.05525025954624,50,1,secondary,Sebaldsbrücker Heerstraße,,
18349,1700069600,2101921442,12.256670502382194,50,1,secondary,Semmelweisstraße,,
18350,1700069600,1700069570,162.88355558790352,50,1,secondary,Sebaldsbrücker Heerstraße,,
18351,1700069603,1700069600,13.467027084099747,50,1,secondary,Semmelweisstraße,,
18352,1700069603,1700069649,200.06273948250418,50,1,secondary,Sebaldsbrücker Heerstraße,,
18353,1700069649,29626721,346.85500408926157,30,1,residential,Esmarchstraße,,
18354,1700069649,1700069685,218.55631348414116,50,1,secondary,Sebaldsbrücker Heerstraße,,
18355,1700069682,1700069600,426.2902821363272,50,2,secondary,Sebaldsbrücker Heerstraße,,
18356,1700069682,1700069685,9.044935234823884,50,1,residential,Zeppelinstraße,,
18357,1700069685,29626721,133.15075390128527,50,1,residential,Zeppelinstraße,,
18358,1700069685,1700069682,9.044935234823882,50,1,residential,Zeppelinstraße,,
18359,1700069685,1773754258,388.71104727060424,50,1,secondary,Hastedter Heerstraße,,
18360,1700381499,26763927,59.89008292843791,30,1,residential,Paderborner Straße,,
18361,1701388124,3001116775,146.03843170279913,50,2,unclassified,Eduard-Suling-Straße,,
18362,1736276684,1736276688,28.3384851525864,33,1,living_street,Moorhauser Brink,,
18363,1736276684,1557131630,48.93270729068695,33,1,living_street,Moorhauser Brink,,
18364,1736276684,9442450294,66.06591110946528,33,1,living_street,Moorhauser Brink,,
18365,1736276688,1736276684,28.3384851525864,33,1,living_street,Moorhauser Brink,,
18366,1736276707,285088366,16.05739100884187,30,1,residential,Im Bulten,,
18367,1736276707,269450466,57.44905312500235,30,1,residential,Georg-Droste-Straße,,
18368,1736276707,1736276708,102.77656418112471,30,1,residential,Im Bulten,,
18369,1736276708,1736276707,102.77656418112471,30,1,residential,Im Bulten,,
18370,1737182090,30259912,84.02284676282238,10,1,residential,Am Rosenberg,,
18371,1751763115,25926393,113.75395550031998,30,1,residential,Falladastraße,,
18372,1751765378,25756865,239.71100147446418,50,1,unclassified,Scipiostraße,,
18373,1752515275,32443802,89.65257344128747,50,1,secondary,Kirchhuchtinger Landstraße,,
18374,1768092286,250816623,5.211601656334347,33,1,living_street,Wilkenstraße,,
18375,1768092286,250816620,75.71407553618548,33,1,living_street,Wilkenstraße,,
18376,1773754258,1683957067,15.70512907981377,50,1,secondary,Hastedter Heerstraße,,
18377,1773754258,2314668274,12.217357534866489,50,1,residential,Föhrenstraße,,
18378,1778071740,307378756,26.63441040919197,40,2,motorway_link,,,
18379,1778071740,31277169,40.6508930810285,40,2,motorway_link,,,
18380,1778071740,25733820,286.44180086667336,80,2,motorway,,,
18381,1783035825,197766031,25.02345671091136,30,1,residential,Sagehorner Straße,,
18382,1791417742,1791417761,85.26802806439582,32,1,residential,Bruno-Bürgel-Straße,,
18383,1791417748,251322971,120.30412520307821,50,2,unclassified,Bruno-Bürgel-Straße,,
18384,1791417748,1791417761,52.40006953376124,50,2,unclassified,Bruno-Bürgel-Straße,,
18385,1791417748,1791417764,321.48895178533206,30,1,residential,Loki-Schmidt-Straße,,
18386,1791417761,1791417748,52.40006953376124,50,2,unclassified,Bruno-Bürgel-Straße,,
18387,1791417761,258912791,98.56735184820415,50,2,unclassified,Bruno-Bürgel-Straße,,
18388,1791417761,1791417742,85.2680280643958,32,1,residential,Bruno-Bürgel-Straße,,
18389,1791417764,286837806,262.4056019990652,30,1,residential,Steingutstraße,,
18390,1791417764,258912791,168.25286486075254,30,1,residential,Steingutstraße,,
18391,1791417764,1791417748,321.48895178533206,30,1,residential,Heinrich-Behrens-Straße,,
18392,1795230027,29036770,133.77181306209926,50,1,tertiary,Hastedter Heerstraße,,
18393,1799318431,281467370,71.52966030394076,32,1,residential,Bremer Straße,,
18394,1799318431,276909605,161.21185819002298,50,2,secondary,Bremer Straße,,
18395,1799318431,266527603,132.55484020532086,50,2,secondary,Bremer Straße,,
18396,1809941411,1809941436,28.531548865746927,33,1,living_street,Wildrosenweg,,
18397,1809941425,1809941446,15.701397635234631,33,1,living_street,Wildrosenweg,,
18398,1809941436,384965509,21.45712217691096,33,1,living_street,Wildrosenweg,,
18399,1809941436,1809941411,28.531548865746927,33,1,living_street,Wildrosenweg,,
18400,1809941446,1809941436,13.54964052901649,33,1,living_street,Wildrosenweg,,
18401,1809941446,1809941425,15.701397635234631,33,1,living_street,Wildrosenweg,,
18402,1809941473,1809941499,43.06472304547912,33,1,living_street,Wildrosenweg,,
18403,1809941499,1809941473,43.06472304547912,33,1,living_street,Wildrosenweg,,
18404,1809941499,384965509,34.851860298407416,33,1,living_street,Wildrosenweg,,
18405,1809941499,384965511,107.34381577573339,33,1,living_street,Wildrosenweg,,
18406,1809941671,1809941672,25.993153546954755,33,1,living_street,In den Triften,,
18407,1809941672,1809941671,25.993153546954755,33,1,living_street,In den Triften,,
18408,1809941672,283315414,38.58933732479071,33,1,living_street,In den Triften,,
18409,1809941672,1809941700,23.219214714490718,33,1,living_street,In den Triften,,
18410,1809941700,283315523,11.63910144707898,33,1,living_street,In den Triften,,
18411,1809941700,1809941672,23.219214714490718,33,1,living_street,In den Triften,,
18412,1809941746,283315411,40.95851182127941,33,1,living_street,In den Triften,,
18413,1809941746,1809941700,10.06718944412442,33,1,living_street,In den Triften,,
18414,1809942005,287033349,5.033547271632326,33,1,living_street,Zwischen den Weiden,,
18415,1810011452,283319385,23.00425467067101,30,1,residential,Voßwinkel,,
18416,1810011452,1810011476,19.47344630552316,30,1,residential,Voßberg,,
18417,1810011452,283319326,66.15350119570053,30,1,residential,Voßwinkel,,
18418,1810011476,283319385,18.90537016188661,30,2,residential,Voßberg,,
18419,1810011476,283319389,146.94911997261482,30,2,residential,Voßberg,,
18420,1810011476,1810011452,19.47344630552316,30,1,residential,Voßberg,,
18421,1810011567,1810011567,38.98251141578061,30,1,residential,Heckenrosenweg,,
18422,1810011567,283319143,75.21609191146851,30,1,residential,Heckenrosenweg,,
18423,1810011693,283319143,165.36203589754058,30,2,residential,Voßberg,,
18424,1810011693,287217419,91.04881579385142,30,2,residential,Voßberg,,
18425,1810011693,1810011706,51.69223994995461,30,1,residential,Im Eck,,
18426,1810011706,1810011693,51.69223994995461,30,1,residential,Im Eck,,
18427,1810012107,387738527,99.88451050013242,30,1,residential,Die Heidkämpe,,
18428,1810012107,387738887,232.38980439169785,30,1,residential,Die Heidkämpe,,
18429,1810012107,1810012130,38.03456673118216,30,1,residential,Die Heidkämpe,,
18430,1810012130,1810012107,38.03456673118217,30,1,residential,Die Heidkämpe,,
18431,1811737917,21112117,16.924427398410558,50,1,residential,Ledaweg,,
18432,1811737917,2965358887,16.78177939340596,30,1,residential,Vorstraße,,
18433,1811737917,21107573,67.27684153395074,50,1,secondary,Leher Heerstraße,,
18434,1811953250,1811953258,54.01486967667222,30,1,residential,Spittaler Straße,,
18435,1811953258,1811953250,54.01486967667222,30,1,residential,Spittaler Straße,,
18436,1811953258,2916461689,91.54156966826163,50,1,residential,Spittaler Straße,,
18437,1811953258,25832356,141.1017984236035,50,1,residential,Spittaler Straße,,
18438,1812509954,485608013,85.72007546606729,33,1,living_street,Kuhlweinstraße,,
18439,1812588544,20995700,22.0471095376214,50,3,primary,Parkallee,,
18440,1818967881,1687374286,60.045991535183084,30,2,unclassified,Borgfelder Deich,,
18441,1818967881,1687374319,701.2241067380562,30,2,unclassified,Borgfelder Deich,,
18442,1823176490,1823176551,143.54055256658205,32,1,residential,Hamfhofsweg,,
18443,1823176490,2161242010,133.79139420543945,30,1,unclassified,Hamfhofsweg,,
18444,1823176490,310315885,437.39860263755014,30,1,unclassified,Hamfhofsweg,,
18445,1823176551,1823176490,143.54055256658208,32,1,residential,Hamfhofsweg,,
18446,1823336173,249796787,11.395184908907991,30,1,residential,Bürgermeister-Mohr-Weg,,
18447,1823336173,249796787,67.93953977578008,30,1,residential,Bürgermeister-Mohr-Weg,,
18448,1823336173,249796791,207.29212586523056,30,1,residential,Bürgermeister-Mohr-Weg,,
18449,1826621634,29535894,65.18271222366018,30,1,residential,Trinidadstraße,,
18450,1826621634,29193490,24.509832408406176,50,1,residential,Trinidadstraße,,
18451,1826621634,1826621705,28.275279016271007,30,1,residential,Trinidadstraße,,
18452,1826621705,1689136353,94.21477578202037,50,1,secondary,Sebaldsbrücker Heerstraße,,
18453,1826969658,29193490,10.888629685018273,50,1,residential,Trinidadstraße,,
18454,1826969658,1827763457,178.95007465786935,50,2,secondary,Sebaldsbrücker Heerstraße,,
18455,1827763457,2101921442,31.054449252640318,50,1,secondary,Sebaldsbrücker Heerstraße,,
18456,1827763457,2101921444,34.38894615359825,50,1,secondary_link,Sebaldsbrücker Heerstraße,,
18457,1828164671,2581346390,17.027386408715493,50,2,primary,Sebaldsbrücker Heerstraße,,
18458,1828856351,2101920989,20.075201960608457,50,2,primary,Sebaldsbrücker Heerstraße,,
18459,1830018184,485608013,89.50361767039583,33,1,living_street,Kuhlweinstraße,,
18460,1830786142,847751387,19.22254539079907,50,2,tertiary,Lloydstraße,,
18461,1830786143,1830786152,36.035130797112885,50,2,tertiary,Lloydstraße,,
18462,1830786143,1876319562,39.88711456622468,50,2,tertiary,Lloydstraße,,
18463,1830786146,1830786142,23.874554219852417,50,1,tertiary,Lloydstraße,,
18464,1830786152,1876319562,19.55783733498485,50,3,primary,Hans-Böckler-Straße,,
18465,1830786152,1295121054,11.52715808293662,50,2,primary_link,Lloydstraße,,
18466,1835241370,3296733851,124.84603206099936,57,1,trunk_link,,,
18467,1835241370,3386889270,448.01102942781426,50,2,trunk_link,,,
18468,1835241491,1835241549,233.38607995936428,70,3,motorway,,,
18469,1835241549,2390853198,475.5775286646716,69,1,motorway_link,,,
18470,1835241549,25925731,590.8725529753976,40,2,motorway,,,
18471,1835386538,20980493,172.74924727829503,50,1,unclassified,Robert-Hooke-Straße,,
18472,1835981623,1687385567,754.9884413095552,41,1,unclassified,An den Kämpen,,
18473,1835981623,253208477,15.408604346722942,41,1,unclassified,An den Kämpen,,
18474,1835981623,1835981634,20.481758842622302,41,1,unclassified,An den Kämpen,,
18475,1835981634,1835981623,20.481758842622302,41,1,unclassified,An den Kämpen,,
18476,1835981634,253208477,22.361701446807405,50,1,unclassified,Timmersloher Landstraße,,
18477,1835981634,182984206,827.0579226785321,50,1,unclassified,Timmersloher Landstraße,,
18478,1841088884,181319561,96.75874076491229,30,1,residential,Einstmannstraße,,
18479,1857216711,283241632,298.95104320345536,32,1,residential,Eutiner Straße,,
18480,1857216711,1857216711,59.04372114123714,32,1,residential,Eutiner Straße,,
18481,1857216711,1857216711,59.04372114123716,32,1,residential,Eutiner Straße,,
18482,1858163137,1922333412,161.13617345398802,50,4,secondary,Fürther Straße,,
18483,1858163137,1858163145,57.04082323768779,50,4,secondary,Fürther Straße,,
18484,1858163137,29134192,94.74527014885169,30,1,residential,Wanfrieder Straße,,
18485,1858163145,1858163137,57.04082323768779,50,4,secondary,Fürther Straße,,
18486,1858163145,860539124,89.45633074621105,50,4,secondary,Fürther Straße,,
18487,1861953448,10574541754,244.49613238801282,50,1,unclassified,Emil-Sommer-Straße,,
18488,1862019102,663819340,125.78758195325372,30,1,residential,Bokeler Weg,,
18489,1862019102,251083852,60.617707940078326,30,1,residential,Am Kammerberg,,
18490,1862019102,252058120,53.62445626982524,30,1,residential,Am Kammerberg,,
18491,1868678103,25830875,68.95894428878516,32,1,residential,Meyerstraße,,
18492,1870206765,1870206790,20.529671691967003,33,1,living_street,,,
18493,1870206768,1870206790,46.547488986933494,33,1,living_street,Arster Landstraße,,
18494,1870206768,654486797,80.30777372418169,50,2,tertiary,Arster Landstraße,,
18495,1870206768,25778833,139.59771642424005,50,2,tertiary,Arster Landstraße,,
18496,1870206790,1870206765,20.529671691967003,33,1,living_street,,,
18497,1870206790,1870206813,98.30914884530569,33,1,living_street,Arster Landstraße,,
18498,1870206790,1870206768,46.547488986933494,33,1,living_street,Arster Landstraße,,
18499,1870206813,1870206790,98.30914884530569,33,1,living_street,Arster Landstraße,,
18500,1874310522,253117944,803.4754640360215,30,1,unclassified,Osterwiesenweg,,
18501,1876119157,250712714,17.071513672552307,50,1,residential,Am Wandrahm,,
18502,1876119157,250712712,6.876845031256473,50,1,residential,Am Wandrahm,,
18503,1876319562,2279808300,31.808631762302088,50,3,primary,Hans-Böckler-Straße,,
18504,1876319645,29829321,12.026009360435307,30,1,residential,Bürgermeister-Hildebrand-Straße,,
18505,1876319645,294235711,25.99503739965063,30,1,residential,Bürgermeister-Hildebrand-Straße,,
18506,1879767749,238066075,249.17046575171562,30,1,residential,Osterholzer Dorfstraße,,
18507,1880060222,108259493,68.90838373774055,50,2,primary,An der Grenzpappel,,
18508,1881107943,1881107976,80.94099949920859,32,1,residential,Kiepelbergplatz,,
18509,1881107976,270740518,37.02540943922706,32,1,residential,Kiepelbergplatz,,
18510,1881107976,1881107983,49.78963121624923,32,1,residential,Kiepelbergplatz,,
18511,1881107976,1881107943,80.94099949920859,32,1,residential,Kiepelbergplatz,,
18512,1881107983,1881107976,49.78963121624923,32,1,residential,Kiepelbergplatz,,
18513,1881108049,270740518,47.620369027228065,32,1,residential,Kiepelbergplatz,,
18514,1881108100,268521823,30.042372797412213,30,1,residential,Ringstraße,,
18515,1881108100,270740517,25.93078263456224,30,1,residential,Ringstraße,,
18516,1881108100,1881108119,64.84111173571848,32,1,residential,Ringstraße,,
18517,1881108119,1881108100,64.84111173571848,32,1,residential,Ringstraße,,
18518,1881108183,268521823,61.51181425987254,32,1,residential,Ringstraße,,
18519,1885652766,383175188,140.9899151851476,33,1,living_street,Trojaweg,,
18520,1885652774,266564083,15.064578481513058,33,1,living_street,,,
18521,1885652803,383175188,231.75383705295553,33,1,living_street,Miletweg,,
18522,1899762308,29503150,50.195553957964975,50,2,primary,Kurfürstenallee,,
18523,1899762308,26242918,85.08009955440735,50,1,secondary,Schwachhauser Heerstraße,,
18524,1900401827,26709679,214.83303501708878,50,3,primary,Kurfürstenallee,,
18525,1900401849,270920013,19.500926076075178,30,1,residential,Verdunstraße,,
18526,1900401849,1900401827,20.868562449944147,30,1,residential,Verdunstraße,,
18527,1902206965,268381293,20.554791841430998,50,2,secondary,Horner Heerstraße,,
18528,1902206965,1902237576,22.674181162528434,50,1,secondary_link,Horner Heerstraße,,
18529,1902237576,21050483,70.99660675247328,50,2,secondary,Horner Heerstraße,,
18530,1903039745,25761835,192.99953286513244,30,1,residential,Ronzelenstraße,,
18531,1903280620,20974906,315.2201770437416,30,1,residential,Elsa-Brändström-Straße,,
18532,1903926072,21096503,36.566795257741234,50,2,secondary,Schwachhauser Ring,,
18533,1903926072,26749638,57.34620905371557,50,2,secondary,Schwachhauser Ring,,
18534,1904138536,2005646087,60.28860899832649,50,1,unclassified,Schongauer Straße,,
18535,1904138536,30579676,177.84345941318796,50,2,unclassified,Schongauer Straße,,
18536,1904138621,2005646096,9.878892091062477,41,2,unclassified,Hohweg,,
18537,1904138621,2005646087,147.99019473150162,50,1,unclassified,Hohweg,,
18538,1904138621,2004616419,343.41755091487903,41,2,unclassified,Hohweg,,
18539,1904138750,2005646100,523.4788123399569,50,2,unclassified,Straubinger Straße,,
18540,1904138750,30579631,13.08878529417276,50,2,unclassified,Rosenheimer Straße,,
18541,1907022386,3769889461,148.46582842833166,33,1,living_street,An Rauchs Gut,,
18542,1907022386,288747315,75.79706830195572,33,1,living_street,An Rauchs Gut,,
18543,1907022386,251308336,33.04413670424049,33,1,living_street,An Rauchs Gut,,
18544,1907302699,279181536,46.53064820864538,30,1,residential,Eislebener Straße,,
18545,1907302699,2001405806,37.59299386203353,30,1,residential,Eislebener Straße,,
18546,1907362271,29037783,17.7753527837446,30,1,residential,Salzburger Straße,,
18547,1907362271,9988523264,24.477665899899357,30,1,residential,Salzburger Straße,,
18548,1907362448,29447613,231.82689928899418,50,2,trunk_link,,,
18549,1907362457,1907362458,7.4874254171068415,50,1,trunk_link,Ingolstädter Straße,,
18550,1907362457,1907362448,30.33809916145397,50,2,trunk_link,,,
18551,1907362458,1907362475,19.01078353105163,50,1,trunk_link,Ingolstädter Straße,,
18552,1907362458,30579767,8.249678999369362,50,1,trunk_link,Ingolstädter Straße,,
18553,1907362467,1907362448,41.76867470009421,50,1,trunk_link,Ingolstädter Straße,,
18554,1907362467,1907362457,29.06570232456596,50,1,trunk_link,Ingolstädter Straße,,
18555,1907362473,1907362477,39.292440819723076,50,1,unclassified,Ingolstädter Straße,,
18556,1907362475,1907362504,361.08509666996565,50,2,trunk_link,,,
18557,1907362477,1907362467,33.59717132837612,50,1,unclassified,Ingolstädter Straße,,
18558,1907362477,30579764,151.3931101972327,50,2,unclassified,Ingolstädter Straße,,
18559,1907362500,21730029,943.2435124745361,70,2,trunk,Autobahnzubringer Überseestadt,,
18560,1907362500,1907362504,72.90799503864501,70,2,trunk,,,
18561,1907362504,25778897,408.7247162686299,70,2,trunk,,,
18562,1907362507,251882755,381.8399096713467,50,2,trunk_link,,,
18563,1907362507,1907362500,108.86345585181623,70,1,trunk,,,
18564,1907475165,675731338,123.185367055835,50,2,secondary,Utbremer Straße,,
18565,1907475191,3079458830,132.97001208664625,60,2,trunk,Autobahnzubringer Überseestadt,,
18566,1907475202,3079458827,183.1744788876486,60,2,trunk,Autobahnzubringer Überseestadt,,
18567,1907475204,26559599,45.01929285054678,50,1,trunk_link,,,
18568,1907475204,1907475202,60.435762076654285,50,1,trunk_link,Autobahnzubringer Überseestadt,,
18569,1907556371,29037740,6.883090235128992,50,3,tertiary,Hemmstraße,,
18570,1907556371,29037909,130.72520304642,50,1,residential,Bamberger Straße,,
18571,1907556371,29134148,42.83084886266541,50,3,tertiary,Hemmstraße,,
18572,1910065257,1987258783,112.30011667025576,50,1,tertiary,Hamburger Straße,,
18573,1910065257,30429109,43.708172363727265,50,2,tertiary,Hamburger Straße,,
18574,1910185731,932052179,46.378294851863366,50,1,tertiary,Konrad-Adenauer-Allee,,
18575,1910185731,242273842,39.36281906780836,50,2,tertiary,Konrad-Adenauer-Allee,,
18576,1910313734,369947069,47.76533015413303,50,2,secondary,Georg-Wulf-Straße,,
18577,1910313734,369947068,35.46491708976208,50,1,secondary_link,Georg-Wulf-Straße,,
18578,1910434965,2293164414,13.969548133561686,50,2,residential,Ehrenfelsstraße,,
18579,1910434965,2293164320,203.53869658783432,50,1,residential,Kommodore-Johnsen-Boulevard,,
18580,1910434965,2293164355,80.40766202625568,32,1,residential,Ehrenfelsstraße,,
18581,1912280389,224079687,35.53761592760267,50,1,residential,Bohnenstraße,,
18582,1912998806,260812411,18.686530837082472,30,2,residential,Bürgermeister-Deichmann-Straße,,
18583,1912998806,1912998850,64.31898216845187,30,2,residential,Bürgermeister-Deichmann-Straße,,
18584,1912998806,1912998834,45.027746236498146,30,1,residential,Bürgermeister-Deichmann-Straße,,
18585,1912998834,1912998806,45.02774623649815,30,1,residential,Bürgermeister-Deichmann-Straße,,
18586,1912998850,260812416,64.05085297029215,30,2,residential,Bürgermeister-Deichmann-Straße,,
18587,1912998850,1912998806,64.31898216845187,30,2,residential,Bürgermeister-Deichmann-Straße,,
18588,1912998850,1912998941,46.24335969124942,30,1,residential,Bürgermeister-Deichmann-Straße,,
18589,1912998941,1912998850,46.24335969124942,30,1,residential,Bürgermeister-Deichmann-Straße,,
18590,1912999019,260812418,9.372860669991976,30,2,residential,Bürgermeister-Deichmann-Straße,,
18591,1912999019,260812421,54.31387044856,30,2,residential,Bürgermeister-Deichmann-Straße,,
18592,1912999019,260812422,195.26452764512754,30,1,residential,Friedrich-Naumann-Ring,,
18593,1912999190,1570030376,11.8238117997062,50,1,unclassified,Steffensweg,,
18594,1912999190,1912999239,68.82139642703085,50,2,secondary,Hansestraße,,
18595,1912999239,1570030376,69.29962322208279,50,3,secondary,Hansestraße,,
18596,1912999239,1570030381,222.203111946899,50,4,secondary,Hansestraße,,
18597,1912999453,256364369,53.51062219575824,50,2,residential,Sankt-Magnus-Straße,,
18598,1912999453,1907475165,28.075421180550617,50,2,secondary,Utbremer Straße,,
18599,1912999466,2499461076,20.284421827692064,50,2,tertiary,Parallelweg,,
18600,1912999466,2499461077,99.34943741065418,50,2,tertiary,Parallelweg,,
18601,1912999466,252026910,22.583563711030806,100,1,trunk_link,,,
18602,1913070282,260799452,41.04243528482309,50,2,tertiary,Wartburgstraße,,
18603,1913070282,252026490,127.08930174619478,50,1,tertiary,Wartburgstraße,,
18604,1914456575,250383157,42.94345152482334,50,1,residential,Idsteiner Straße,,
18605,1920279142,29217923,102.24141586232189,50,2,tertiary,Admiralstraße,,
18606,1920279142,1920279157,38.80254290431791,50,1,tertiary,Admiralstraße,,
18607,1920279154,1920279157,6.62133966581002,30,1,tertiary,Hemmstraße,,
18608,1920279154,1920279142,38.035810055304964,50,1,tertiary,Admiralstraße,,
18609,1920279157,29036922,6.118136733270639,50,1,tertiary,Admiralstraße,,
18610,1920279157,29038217,58.54226778279229,30,1,tertiary,Hemmstraße,,
18611,1921006948,29073590,354.20289877862086,30,1,unclassified,Plantage,,
18612,1921006948,29271469,47.97033462913741,30,1,unclassified,Herbststraße,,
18613,1921006962,29271469,25.293796070425145,30,1,residential,Herbststraße,,
18614,1921026648,29271456,144.52872669600083,30,1,residential,Katrepeler Straße,,
18615,1921026648,29038624,47.0584015434259,30,1,residential,Winterstraße,,
18616,1921026649,29332080,3.740796401207112,30,1,residential,Winterstraße,,
18617,1921386081,252058120,186.00432583934054,30,1,residential,Am Kammerberg,,
18618,1921966965,29421240,8.336912087272372,50,1,tertiary,Utbremer Ring,,
18619,1921966965,1921966987,41.811694761965846,30,1,residential,Stuttgarter Straße,,
18620,1921966965,29423649,385.26577185701353,50,1,tertiary,Utbremer Ring,,
18621,1921966987,1567806540,100.31847256121226,30,2,residential,Stuttgarter Straße,,
18622,1921966987,29421240,41.9757228033047,30,1,residential,Stuttgarter Straße,,
18623,1922333412,1922333649,44.25740438288591,50,2,secondary,Fürther Straße,,
18624,1922333412,1858163137,161.13617345398802,50,4,secondary,Fürther Straße,,
18625,1922333649,29036469,15.387409870145078,50,2,secondary,Fürther Straße,,
18626,1922333649,1924909069,122.01086219428439,50,2,tertiary,Utbremer Ring,,
18627,1922867772,1922867774,7.217327651552783,30,1,residential,Hohenlohestraße,,
18628,1922867772,25479711,83.55105942398622,30,1,residential,Parkallee,,
18629,1922867774,1922867772,7.217327651552783,30,1,residential,Hohenlohestraße,,
18630,1922867774,29989721,124.30122791644673,30,1,residential,Hohenlohestraße,,
18631,1922867774,25479710,31.87634206000891,30,1,residential,Parkallee,,
18632,1923159189,1322315024,23.879313814106734,50,3,secondary,Hollerallee,,
18633,1923159189,3239350851,231.37291355973468,50,2,primary,Schwachhauser Heerstraße,,
18634,1924909059,29037889,35.820933696833656,50,2,tertiary,Utbremer Ring,,
18635,1924909059,29037747,212.61226002759696,50,2,tertiary,Utbremer Ring,,
18636,1924909069,29037889,9.8723879182307,30,1,residential,Innsbrucker Straße,,
18637,1924909069,1924909059,34.08625488465063,50,1,tertiary,Utbremer Ring,,
18638,1924909069,29037896,210.11253955043657,30,1,residential,Innsbrucker Straße,,
18639,1925162406,269887169,297.29537805350463,50,1,residential,Gustav-Deetjen-Allee,,
18640,1925162406,21777433,76.49266284065256,50,3,tertiary,Hohenlohestraße,,
18641,1925162406,248633295,69.80415897392177,50,2,tertiary,Theodor-Heuss-Allee,,
18642,1930117048,4032251397,47.076323749452484,50,2,secondary,Oslebshauser Landstraße,,
18643,1930177565,835722570,303.1812092937718,50,2,residential,Helsingborger Straße,,
18644,1930177565,1541138867,423.08934373634315,30,1,residential,Kopenhagener Straße,,
18645,1930177565,1541138881,454.59078464641993,30,1,residential,Göteborger Straße,,
18646,1931144828,4701710453,463.4218386503597,60,2,motorway_link,,,
18647,1931145232,130103768,324.25605488769327,70,3,motorway,Oldenburger Straße,,
18648,1939451668,26559854,135.94842046223204,41,1,unclassified,Haferwende,,
18649,1939451668,1939451677,41.40867969523078,41,1,unclassified,Haferwende,,
18650,1939451677,21110248,120.87789263909931,50,4,primary,Autobahnzubringer Horn-Lehe,,
18651,1942439780,26563290,341.1821291629639,50,2,trunk,Utbremer Straße,,
18652,1942439786,29271489,104.28694756022887,50,2,secondary,Utbremer Straße,,
18653,1942440014,1330996681,97.77579909438207,50,2,trunk_link,,,
18654,1942440014,25872356,437.8068511059099,60,2,trunk,Utbremer Straße,,
18655,1942805060,125660535,57.71053885934995,30,1,residential,Zwischenahner Straße,,
18656,1942805066,30210491,202.03077702314616,30,1,residential,Weizenkampstraße,,
18657,1944568285,268383189,52.43609173164169,57,1,trunk_link,,,
18658,1944568285,268383143,35.41906818384032,50,1,secondary,Duckwitzstraße,,
18659,1944568344,32343375,7.919858677904486,57,1,trunk_link,,,
18660,1944568370,1944568344,9.93710521753295,57,1,trunk_link,,,
18661,1944568370,463679028,71.92517451006601,41,1,unclassified,Duckwitzstraße,,
18662,1944568639,300612166,158.18268824523452,41,2,unclassified,Duckwitzstraße,,
18663,1944568756,3380105826,34.43689856339696,20,2,unclassified,Duckwitzstraße,,
18664,1944569168,654492042,36.99344884990498,50,4,tertiary,Neuenlander Straße,,
18665,1944569168,21724995,28.61788580023164,50,4,tertiary,Neuenlander Straße,,
18666,1944569472,21030845,15.467599828816372,30,1,unclassified,Hohentorsheerstraße,,
18667,1944569472,21030850,64.19273419786221,30,1,residential,Pappelstraße,,
18668,1944615207,259073977,490.4079170125867,41,1,unclassified,,,
18669,1945114994,270933188,86.12852399579965,30,1,residential,Eickedorfer Straße,,
18670,1945172900,26559619,66.89640887073756,50,1,secondary,Waller Heerstraße,,
18671,1947897901,260799432,125.57989092766213,50,1,residential,Probststraße,,
18672,1947897901,260799434,17.422516876559282,50,1,residential,Probststraße,,
18673,1947897901,260799431,182.40980998159557,50,1,residential,Wartburgplatz,,
18674,1947898067,260799429,126.09352820199851,30,1,residential,Calvinstraße,,
18675,1951080711,29036410,52.81448897072135,50,2,tertiary,Admiralstraße,,
18676,1951080711,29217948,175.00063208983514,50,2,tertiary,Admiralstraße,,
18677,1951080779,29217926,127.9327885584427,30,1,residential,Seeberger Straße,,
18678,1951080779,1951080780,3.871838423509527,30,1,residential,Herbststraße,,
18679,1951080780,29217941,141.37280792478293,30,1,residential,Brandtstraße,,
18680,1951080780,29037467,38.38766039734491,30,1,residential,Herbststraße,,
18681,1952414915,248633295,77.96682757153887,30,1,tertiary,Theodor-Heuss-Allee,,
18682,1952414915,29036410,552.7311460283853,50,2,tertiary,Theodor-Heuss-Allee,,
18683,1952715267,283231371,181.30618670883487,30,1,residential,Lubliner Straße,,
18684,1952715267,1952715267,51.17508179159632,30,1,residential,Lubliner Straße,,
18685,1952715267,1952715267,51.17508179159632,30,1,residential,Lubliner Straße,,
18686,1952722415,1952722424,6.224897189487128,32,1,residential,Eberswalder Straße,,
18687,1952722415,1952722443,43.81665006589417,32,1,residential,,,
18688,1952722415,286911982,46.737619344935,32,1,residential,Eberswalder Straße,,
18689,1952722424,1952722415,6.224897189487128,32,1,residential,Eberswalder Straße,,
18690,1952722424,1952722443,3.3273979001054053,32,1,residential,Eberswalder Straße,,
18691,1952722424,286912057,68.35807331102869,32,1,residential,Eberswalder Straße,,
18692,1952722434,283231370,45.01073307814557,30,1,residential,Borisoglebsker Straße,,
